city,id,adType,propertyType,accountType,surfaceArea,roomsQuantity,bedroomsQuantity,heating,hasCellar,toiletQuantity,floorQuantity,hasElevator,floor,energyClassification,greenhouseGazClassification,isInCondominium,agencyFeePercentage,newOrOld,price,pricePerSquareMeter,priceHasDecreased,district.libelle,district.id,workToDo,bathroomsQuantity,hasGarden,annualCondominiumFees,isDuplex,hasAlarm,terracesQuantity,hasPool,balconyQuantity,firePlacesQuantity,surfaceArea_bins,price_bins
Paris 14e,ag750524-356504104,buy,flat,agency,95.0,5,3.0,gaz collectif,True,1.0,7.0,True,1.0,E,E,True,1.1,old,920000,9578.947368421053,False,Didot - Porte de Vanves,100491,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,large,expensive
Paris 13e,ag755464-362778145,buy,flat,agency,165.0,5,4.0,gaz collectif,True,2.0,9.0,True,6.0,D,D,False,5.08,old,1550000,8939.39393939394,False,Butte-aux-Cailles,300695,None,3.0,False,0.0,False,False,0.0,False,1.0,0.0,extralarge,veryExpensive
Paris 7e,apimo-7514240,buy,flat,agency,57.1,2,1.0,Radiateur Collectif ,False,1.0,6.0,True,3.0,F,E,False,5.0,None,837000,14658.4938704028,False,Champ de Mars,100535,False,1.0,False,0.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 14e,ag750524-359345338,buy,flat,agency,116.0,5,4.0,gaz individuel,True,2.0,6.0,True,6.0,E,E,False,4.92,old,1322000,10862.068965517241,False,Jean Moulin - Porte d'Orléans,100492,None,2.0,False,0.0,False,False,0.0,False,0.0,0.0,large,veryExpensive
Paris 14e,ag750523-357461143,buy,flat,agency,65.0,3,2.0,électricité individuel,True,1.0,6.0,True,4.0,C,A,False,3.38,old,765000,11384.615384615385,False,Pernety,100495,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 20e,apimo-6822936,buy,flat,agency,9.8,1,0.0,Central Gaz Collectif ,False,1.0,6.0,True,3.0,NS,NS,False,7.216494845360824,None,104000,9897.959183673469,False,Saint-Blaise,100444,True,1.0,False,0.0,False,False,0.0,False,0.0,0.0,extratiny,cheap
Paris 10e,ag753610-362388397,buy,flat,agency,95.0,4,2.0,électricité individuel,True,2.0,6.0,True,0.0,F,C,True,5.0,old,1049000,10545.21052631579,False,Château d'Eau - Lancry,100518,None,1.0,False,2682.0,True,False,1.0,False,0.0,0.0,large,veryExpensive
Paris 15e,ag751877-362108821,buy,flat,agency,33.0,2,1.0,électricité individuel,False,1.0,5.0,True,3.0,E,B,False,5.0,old,399000,11515.151515151516,False,Pasteur - Montparnasse,100482,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 14e,ag750523-361946944,buy,flat,agency,23.0,2,1.0,électricité individuel,True,1.0,2.0,False,2.0,E,B,True,4.55,old,345000,14347.826086956522,False,Mouton - Duvernet,100494,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 5e,ag753659-361088860,buy,flat,agency,44.0,2,1.0,électricité individuel,True,1.0,5.0,True,2.0,E,B,True,4.02,old,595000,13000.0,False,Sorbonne - Quartier Latin,100548,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 14e,ag750523-360634834,buy,flat,agency,86.0,4,2.0,gaz collectif,True,1.0,7.0,True,3.0,E,E,True,3.95,old,920000,10290.697674418605,False,Jean Moulin - Porte d'Orléans,100492,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,large,expensive
Paris 7e,ag753637-360620413,buy,flat,agency,30.0,2,1.0,électricité individuel,False,1.0,6.0,True,6.0,E,B,False,4.65,old,450000,14333.333333333334,False,Champ de Mars,100535,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 14e,ag750524-360002932,buy,flat,agency,58.0,2,1.0,collectif,True,1.0,11.0,True,0.0,F,E,False,5.0,old,630000,10344.827586206897,False,Jean Moulin - Porte d'Orléans,100492,None,1.0,False,0.0,False,False,1.0,False,0.0,0.0,middle,expensive
Paris 14e,ag751877-359483746,buy,flat,agency,86.0,4,2.0,gaz collectif,True,1.0,6.0,True,6.0,D,D,False,6.0,old,1012300,11104.651162790698,True,Montparnasse - Raspail,100496,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,large,veryExpensive
Paris 15e,ag753010-359301088,buy,flat,agency,83.0,3,2.0,collectif,True,1.0,6.0,True,1.0,D,E,False,4.48,old,700000,8072.289156626506,False,Alleray - Procession,100483,None,1.0,False,0.0,False,False,0.0,False,1.0,0.0,large,expensive
Paris 7e,hektor-1_ROYALIMMO-4757,prestige,flat,agency,350.56,7,3.0,None,True,4.0,6.0,True,3.0,C,C,True,3.92,None,6500000,17842.85614445459,False,Champ de Mars,100535,None,2.0,False,13264.0,False,False,0.0,False,0.0,0.0,extralarge,veryExpensive
Paris 14e,ag750524-358219072,buy,flat,agency,73.0,4,3.0,gaz collectif,True,2.0,9.0,True,7.0,NS,D,False,3.69,old,703000,9287.671232876712,False,Didot - Porte de Vanves,100491,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 14e,ag751877-358176658,buy,flat,agency,52.0,2,1.0,collectif,True,1.0,6.0,True,4.0,C,C,False,5.0,old,580000,10622.692307692309,False,Montsouris - Dareau,100493,None,1.0,False,0.0,False,False,1.0,False,1.0,0.0,middle,not-expensive
Paris 14e,ag750523-357741367,buy,flat,agency,90.0,4,3.0,électricité individuel,True,1.0,6.0,True,2.0,E,B,True,3.83,old,950000,10166.666666666666,False,Pernety,100495,None,1.0,False,3526.0,False,False,0.0,False,1.0,0.0,large,expensive
Paris 14e,ag753659-357741379,buy,flat,agency,92.0,4,3.0,gaz collectif,True,1.0,8.0,True,7.0,D,D,False,3.21,old,900000,9478.260869565218,True,Montsouris - Dareau,100493,None,1.0,False,0.0,False,False,0.0,False,1.0,0.0,large,expensive
Paris 5e,ag753659-356958502,buy,flat,agency,130.0,4,2.0,collectif,True,2.0,8.0,True,2.0,C,C,False,2.26,old,1585000,11923.076923076924,True,Jardin des Plantes,100545,None,2.0,False,0.0,False,False,0.0,False,1.0,0.0,extralarge,veryExpensive
Paris 18e,ag753637-356951620,buy,flat,agency,85.0,3,2.0,gaz collectif,True,2.0,6.0,True,4.0,D,D,True,2.94,old,1050000,12000.0,True,Montmartre - Sacré Coeur - Abbesses,100465,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,large,veryExpensive
Paris 15e,ag751877-356344189,buy,flat,agency,55.0,3,2.0,gaz individuel,False,1.0,7.0,True,0.0,E,E,False,5.5,old,575000,9909.09090909091,True,Pasteur - Montparnasse,100482,None,1.0,False,0.0,False,False,1.0,False,1.0,0.0,middle,not-expensive
Paris 7e,ag753637-356344219,buy,flat,agency,30.0,2,1.0,individuel,False,1.0,7.0,True,1.0,D,A,False,3.57,old,435000,14000.0,False,Champ de Mars,100535,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 14e,ag753637-355968808,buy,flat,agency,63.0,3,1.0,gaz individuel,True,1.0,6.0,True,1.0,E,E,False,2.99,old,690000,10634.920634920634,False,Jean Moulin - Porte d'Orléans,100492,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 15e,ag753637-355930492,buy,flat,agency,28.0,1,0.0,gaz collectif,False,1.0,6.0,True,10.0,E,E,False,5.0,old,315000,10714.285714285714,False,Emeriau - Zola,100487,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 7e,ag753637-351054934,buy,flat,agency,35.0,2,1.0,électricité individuel,True,1.0,6.0,True,6.0,G,C,False,5.26,old,500000,13571.42857142857,True,Champ de Mars,100535,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 14e,ag753659-334364577,buy,flat,agency,67.0,4,1.0,fuel collectif,False,1.0,7.0,True,4.0,E,E,True,1.36,old,746000,10985.074626865671,False,Montsouris - Dareau,100493,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 19e,ag753637-319205916,buy,flat,agency,75.0,3,2.0,gaz collectif,False,1.0,11.0,True,5.0,D,D,False,4.26,old,490000,6266.666666666667,False,Flandre - Aubervilliers,100457,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,middle,not-expensive
Paris 15e,ag753010-363140458,buy,flat,agency,72.0,4,2.0,collectif,True,1.0,6.0,True,1.0,D,D,False,5.49,old,749000,9861.111111111111,False,Saint-Lambert - Convention,100484,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 6e,ag753296-363114697,buy,flat,agency,82.0,4,2.0,individuel,True,1.0,6.0,True,2.0,D,E,True,5.0,old,1300000,15853.658536585366,False,Saint-Michel - Monnaie,100544,None,1.0,False,2892.0,False,False,0.0,False,0.0,0.0,large,veryExpensive
Paris 17e,apimo-7523621,buy,flat,agency,62.01,3,2.0,Radiateur Electrique Individuel ,False,1.0,6.0,True,3.0,D,B,False,5.0,None,499000,8047.089179164651,False,Epinettes - Bessières,110474,False,1.0,False,0.0,False,False,0.0,False,0.0,0.0,middle,not-expensive
Paris 4e,ag753296-362548873,buy,flat,agency,36.0,2,1.0,individuel,True,1.0,6.0,False,4.0,VI,D,True,5.0,old,470000,13055.555555555555,False,Arsenal,100550,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 14e,ag753296-362525887,buy,flat,agency,99.0,4,3.0,individuel,True,2.0,4.0,False,3.0,E,B,True,5.0,old,1450000,14646.464646464647,False,Montparnasse - Raspail,100496,None,2.0,False,2400.0,False,False,0.0,False,0.0,0.0,large,veryExpensive
Paris 9e,apimo-7514255,buy,flat,agency,144.0,5,3.0,Radiateur Gaz Individuel ,False,1.0,6.0,True,1.0,D,D,False,5.0,None,1650000,11458.333333333334,False,Trudaine - Rochechouart,100523,False,1.0,False,0.0,False,True,0.0,False,0.0,1.0,extralarge,veryExpensive
Paris 18e,ag753296-362516539,buy,flat,agency,42.0,2,1.0,individuel,True,1.0,6.0,False,2.0,E,B,True,5.0,old,435000,10357.142857142857,False,Simplon - Poissonniers,100462,None,1.0,False,1200.0,False,False,0.0,False,1.0,0.0,tiny,not-expensive
Paris 15e,ag753610-362413948,buy,flat,agency,35.0,1,0.0,None,False,1.0,7.0,True,3.0,D,C,True,5.0,old,369000,10000.0,False,Alleray - Procession,100483,None,1.0,False,2073.99999999996,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 17e,ag753610-362388277,buy,flat,agency,46.0,2,1.0,électricité individuel,False,1.0,1.0,False,1.0,G,C,True,5.05,old,395000,8173.913043478261,False,Batignolles - Cardinet,100469,None,1.0,False,960.0,True,False,1.0,False,0.0,0.0,tiny,not-expensive
Paris 20e,ag753610-362388469,buy,flat,agency,62.0,3,2.0,collectif,True,1.0,12.0,True,3.0,D,B,True,5.0,old,529000,8290.322580645161,False,Télégraphe - Pelleport - Saint-Fargeau,100442,None,1.0,False,3051.99999999996,False,False,0.0,False,1.0,0.0,middle,not-expensive
Paris 19e,ag753610-362388514,buy,flat,agency,62.0,3,2.0,collectif,True,1.0,12.0,True,3.0,D,B,True,5.0,old,529000,8290.322580645161,False,Porte des Lilas,100449,None,1.0,False,3051.99999999996,False,False,0.0,False,1.0,0.0,middle,not-expensive
Paris 6e,ag755464-362371996,buy,flat,agency,117.0,4,3.0,collectif,False,2.0,9.0,True,3.0,NS,D,False,3.9,old,2000000,16452.991452991453,False,Notre Dame des Champs,100540,None,1.0,False,0.0,False,False,0.0,False,1.0,0.0,large,veryExpensive
Paris 20e,apimo-7486511,buy,flat,agency,93.77,5,3.0,Radiateur Electrique Individuel ,False,1.0,7.0,True,4.0,D,B,False,5.0,None,950000,10131.172016636452,False,Télégraphe - Pelleport - Saint-Fargeau,100442,False,1.0,False,0.0,False,False,0.0,False,0.0,1.0,large,expensive
Paris 2e,ag753296-361757749,buy,flat,agency,77.0,3,2.0,individuel,False,1.0,5.0,False,2.0,E,B,True,5.0,old,1100000,14285.714285714286,False,Sentier,100556,None,1.0,False,1596.0,False,False,0.0,False,0.0,0.0,middle,veryExpensive
Paris 4e,ag753296-361575868,buy,flat,agency,61.0,3,2.0,individuel,True,1.0,6.0,False,1.0,D,E,True,5.0,old,791000,12967.213114754099,False,Arsenal,100550,None,1.0,False,1740.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 10e,apimo-7474870,buy,flat,agency,80.0,4,3.0,Radiateur Electrique ,False,1.0,5.0,True,1.0,E,B,False,5.0,None,799000,9987.5,False,Goncourt - Canal Saint-Martin,100519,False,1.0,False,0.0,False,True,0.0,False,0.0,0.0,middle,expensive
Paris 3e,ag753010-361465015,buy,flat,agency,39.0,2,1.0,électricité individuel,False,1.0,6.0,True,6.0,D,B,False,5.17,old,610000,14871.794871794871,False,Sainte-Avoye,110466,None,1.0,False,0.0,False,False,0.0,False,1.0,0.0,tiny,expensive
Paris 13e,ag782122-361310806,buy,flat,agency,49.0,3,2.0,électricité individuel,True,1.0,6.0,True,4.0,F,C,False,5.0,old,445000,9081.632653061224,False,Patay - Masséna,110473,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 19e,ag753296-361291327,buy,flat,agency,48.0,2,1.0,collectif,True,1.0,11.0,True,8.0,D,E,True,5.0,old,385000,8020.833333333333,False,Flandre - Aubervilliers,100457,None,1.0,False,2580.0,False,False,1.0,False,1.0,0.0,tiny,not-expensive
Paris 16e,ag753637-361284163,buy,flat,agency,58.0,3,1.0,gaz collectif,True,1.0,8.0,True,1.0,E,E,True,2.57,old,599000,10068.965517241379,False,Porte de Saint-Cloud - Auteuil-Sud,100480,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,middle,not-expensive
Paris 13e,ag753296-361132021,buy,flat,agency,80.0,4,2.0,collectif,True,1.0,18.0,True,18.0,E,D,True,5.0,old,695000,8687.5,False,Nationale - Deux Moulins,110468,None,1.0,False,4800.0,False,False,0.0,False,1.0,0.0,middle,expensive
Paris 11e,ag750523-361118815,buy,flat,agency,116.0,5,3.0,gaz individuel,False,1.0,6.0,True,1.0,D,D,False,5.0,old,1290000,11120.689655172413,False,Léon-Blum - Folie-Regnault,100513,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,large,veryExpensive
Paris 12e,ag753296-360988516,buy,flat,agency,72.0,4,2.0,individuel,True,1.0,3.0,False,1.0,E,B,True,5.0,old,698000,9694.444444444445,False,Nation - Picpus,100510,None,2.0,False,1032.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 17e,apimo-7439734,buy,flat,agency,76.24,3,2.0,Central Gaz Collectif ,False,1.0,5.0,True,1.0,E,E,False,5.0,None,699000,9168.415529905562,False,Epinettes - Bessières,110474,False,1.0,False,0.0,False,True,1.0,False,0.0,0.0,middle,expensive
Paris 13e,ag753296-360022246,buy,flat,agency,50.0,2,1.0,individuel,False,1.0,8.0,True,6.0,E,B,True,5.0,old,590000,11800.0,False,Bièvre Sud - Tolbiac,300696,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 15e,ag753010-359975095,buy,flat,agency,116.0,5,4.0,collectif,True,1.0,8.0,True,6.0,D,D,False,5.2,old,1315000,10775.862068965518,False,Alleray - Procession,100483,None,2.0,False,0.0,False,False,0.0,False,0.0,0.0,large,veryExpensive
Paris 14e,ag750523-359821000,buy,flat,agency,37.0,2,1.0,gaz individuel,True,1.0,3.0,False,3.0,E,E,True,4.93,old,362000,9324.324324324325,False,Montsouris - Dareau,100493,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 1er,apimo-7417228,buy,flat,agency,55.0,3,2.0,Radiateur Gaz Collectif ,False,1.0,6.0,True,2.0,E,E,False,5.0,None,690000,12545.454545454546,False,Châtelet - Les Halles,100559,False,1.0,False,0.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 14e,ag750523-359483995,buy,flat,agency,174.0,7,4.0,gaz individuel,False,1.0,7.0,True,1.0,E,E,True,3.91,old,1995000,11034.48275862069,False,Mouton - Duvernet,100494,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,extralarge,veryExpensive
Paris 2e,ag752451-359372761,buy,flat,agency,60.0,2,1.0,électricité ,False,1.0,6.0,False,0.0,A,A,False,5.0,old,688500,11475.0,False,Gaillon - Vivienne,100557,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 16e,ag753296-359334142,buy,flat,agency,90.0,3,2.0,collectif,True,1.0,10.0,True,6.0,E,F,True,5.0,old,1250000,13888.888888888889,True,Dauphine,100475,None,1.0,False,5592.0,False,False,0.0,False,1.0,0.0,large,veryExpensive
Paris 15e,ag752451-359218015,buy,flat,agency,35.0,2,2.0,None,True,1.0,8.0,False,2.0,A,A,False,5.0,old,289008,8257.371428571429,False,Vaugirard - Parc des Expositions,100489,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,tiny,cheap
Paris 20e,ag753296-359183323,buy,flat,agency,63.0,3,2.0,individuel,True,1.0,5.0,False,1.0,VI,D,True,5.0,old,630000,10000.0,False,Belleville,100448,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 18e,ag753296-359197171,buy,flat,agency,69.0,3,2.0,individuel,True,2.0,3.0,False,3.0,E,E,True,5.0,old,805000,11666.666666666666,False,Grandes Carrières - Clichy,100466,None,2.0,False,3526.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 16e,ag753296-359188813,buy,flat,agency,104.0,3,2.0,collectif,True,2.0,7.0,True,3.0,D,E,True,5.0,old,1295000,12451.923076923076,False,Chaillot,100476,None,2.0,False,4992.0,False,False,0.0,False,0.0,0.0,large,veryExpensive
Paris 12e,ag753296-359033248,buy,flat,agency,64.0,3,2.0,individuel,False,2.0,2.0,False,2.0,F,G,True,5.0,old,650000,10156.25,False,Vallée de Fecamp,100505,None,2.0,False,3780.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 16e,ag753010-358999747,buy,flat,agency,44.0,3,2.0,individuel,False,1.0,6.0,True,5.0,E,B,False,4.65,old,450000,9772.727272727272,False,Passy - Maison de la Radio - Muette-Sud,100478,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 18e,ag753296-358994680,buy,flat,agency,23.0,1,1.0,individuel,True,1.0,4.0,False,2.0,G,C,True,5.0,old,245000,10652.173913043478,True,Jules Joffrin,100464,None,1.0,False,1200.0,False,False,0.0,False,0.0,0.0,tiny,cheap
Paris 10e,ag753296-358988815,buy,flat,agency,111.0,6,4.0,individuel,True,2.0,5.0,True,4.0,C,D,True,5.0,old,1140000,10270.27027027027,False,Château d'Eau - Lancry,100518,None,2.0,False,2796.0,False,False,0.0,False,0.0,0.0,large,veryExpensive
Paris 4e,ag753296-358664353,buy,flat,agency,42.0,2,1.0,individuel,False,1.0,6.0,True,6.0,E,B,True,5.0,old,995000,23690.47619047619,False,Les Iles,100549,None,1.0,False,1512.0,False,False,0.0,False,0.0,0.0,tiny,expensive
Paris 14e,ag750524-358388317,buy,flat,agency,48.0,2,1.0,gaz collectif,True,1.0,6.0,True,1.0,D,D,False,4.65,old,450000,8958.333333333334,True,Didot - Porte de Vanves,100491,None,1.0,False,0.0,False,False,0.0,False,1.0,0.0,tiny,not-expensive
Paris 15e,ag753296-358332136,buy,flat,agency,110.0,5,3.0,individuel,True,2.0,5.0,True,5.0,D,E,True,5.0,old,1150000,10454.545454545454,True,Vaugirard - Parc des Expositions,100489,None,2.0,False,3600.0,False,False,0.0,False,1.0,0.0,large,veryExpensive
Paris 5e,ag753296-358321744,buy,flat,agency,162.0,6,4.0,individuel,True,1.0,5.0,False,5.0,C,D,True,5.0,old,1760000,10864.197530864198,False,Jardin des Plantes,100545,None,2.0,False,3540.0,True,False,0.0,False,0.0,0.0,extralarge,veryExpensive
Paris 9e,ag753296-358206850,buy,flat,agency,78.0,3,2.0,individuel,True,1.0,3.0,True,2.0,E,B,True,5.0,old,965000,12371.794871794871,True,Opéra,100525,None,1.0,False,2196.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 13e,ag753637-358188142,buy,flat,agency,37.0,2,1.0,électricité individuel,True,1.0,5.0,True,5.0,E,B,True,2.56,old,400000,10540.54054054054,False,Butte-aux-Cailles,300695,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 15e,ag753010-358068931,buy,flat,agency,81.0,4,2.0,collectif,True,2.0,6.0,True,11.0,D,D,False,4.95,old,997000,11728.395061728395,False,Alleray - Procession,100483,None,1.0,False,0.0,False,False,1.0,False,1.0,0.0,large,expensive
Paris 14e,ag753296-358079509,buy,flat,agency,47.0,3,2.0,individuel,True,1.0,6.0,False,2.0,E,B,True,5.0,old,510000,10851.063829787234,False,Pernety,100495,None,1.0,False,1800.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 11e,ag753296-358061380,buy,flat,agency,46.0,2,1.0,individuel,True,1.0,6.0,False,2.0,D,B,True,5.0,old,530000,11521.739130434782,True,Bastille - Popincourt,100514,None,1.0,False,960.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 11e,ag753296-358058416,buy,flat,agency,34.0,1,0.0,collectif,True,1.0,8.0,True,6.0,E,E,True,5.0,old,331000,9735.29411764706,True,Bastille - Popincourt,100514,None,1.0,False,1680.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 20e,ag753296-358057732,buy,flat,agency,49.0,2,1.0,collectif,True,1.0,9.0,True,1.0,E,D,True,5.0,old,460000,9387.755102040815,False,Gambetta,100443,None,1.0,False,1800.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 14e,ag753296-357875719,buy,flat,agency,89.0,4,3.0,collectif,True,1.0,8.0,True,4.0,D,D,True,5.0,old,869000,9764.044943820225,False,Jean Moulin - Porte d'Orléans,100492,None,2.0,False,4392.0,False,False,0.0,False,1.0,0.0,large,expensive
Paris 16e,ag753296-357872719,buy,flat,agency,234.0,8,6.0,individuel,True,3.0,6.0,True,1.0,D,E,True,5.0,old,2450000,10470.08547008547,False,Dauphine,100475,None,3.0,False,5400.0,False,False,0.0,False,0.0,0.0,extralarge,veryExpensive
Paris 20e,apimo-7357527,buy,flat,agency,89.0,4,2.0,Radiateur Gaz Collectif ,False,1.0,9.0,True,2.0,D,D,False,5.0,None,688275,7365.168539325843,True,Télégraphe - Pelleport - Saint-Fargeau,100442,False,1.0,False,0.0,False,False,0.0,False,1.0,0.0,large,expensive
Paris 14e,ag753296-357639565,buy,flat,agency,70.0,3,2.0,collectif,False,1.0,13.0,True,11.0,D,D,True,5.0,old,579000,8271.42857142857,True,Didot - Porte de Vanves,100491,None,1.0,False,3996.0,False,False,0.0,False,0.0,0.0,middle,not-expensive
Paris 17e,ag753296-357570079,buy,flat,agency,62.0,3,2.0,collectif,True,1.0,6.0,True,4.0,E,F,True,5.0,old,550000,8870.967741935483,True,Champerret - Berthier,100472,None,1.0,False,3996.0,False,False,0.0,False,0.0,0.0,middle,not-expensive
Paris 18e,ag753296-357306004,buy,flat,agency,67.0,4,2.0,individuel,True,1.0,3.0,False,3.0,E,E,True,5.0,old,594000,8865.671641791045,False,La Chapelle - Marx Dormoy,100459,None,1.0,False,2340.0,False,False,0.0,False,0.0,0.0,middle,not-expensive
Paris 15e,ag753010-357174751,buy,flat,agency,42.0,2,1.0,individuel,False,1.0,6.0,True,0.0,E,B,False,4.77,old,439000,9976.190476190477,False,Alleray - Procession,100483,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 20e,ag753296-357090100,buy,flat,agency,54.0,3,1.0,individuel,False,1.0,7.0,False,1.0,E,B,True,5.0,old,495000,9166.666666666666,False,Ménilmontant - Amandiers,100447,None,1.0,False,2640.0,False,False,0.0,False,0.0,0.0,middle,not-expensive
Paris 15e,ag753010-357044980,buy,flat,agency,100.0,4,3.0,collectif,False,1.0,6.0,True,7.0,C,C,False,2.7,old,950000,9250.0,False,Alleray - Procession,100483,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,large,expensive
Paris 15e,ag753296-356836135,buy,flat,agency,75.0,3,1.0,individuel,True,1.0,7.0,True,3.0,D,E,True,5.0,old,590000,7866.666666666667,False,Georges Brassens,100490,None,1.0,False,1596.0,False,False,0.0,False,0.0,0.0,middle,not-expensive
Paris 9e,ag753296-356838280,buy,flat,agency,85.0,4,2.0,individuel,True,1.0,6.0,True,1.0,VI,D,True,5.0,old,920000,10823.529411764706,False,Trudaine - Rochechouart,100523,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,large,expensive
Paris 11e,ag753296-356816557,buy,flat,agency,296.0,3,7.0,individuel,False,2.0,1.0,False,0.0,D,D,True,5.0,old,2690000,9087.837837837838,False,République - Saint-Ambroise,100516,None,1.0,False,4872.0,False,False,1.0,False,0.0,0.0,extralarge,veryExpensive
Paris 11e,ag753296-356767111,buy,flat,agency,94.0,4,3.0,collectif,True,1.0,9.0,True,6.0,VI,D,True,5.0,old,920000,9787.234042553191,True,Nation - Alexandre Dumas,100512,None,1.0,False,3996.0,False,False,0.0,False,1.0,0.0,large,expensive
Paris 15e,ag753010-356687836,buy,flat,agency,75.0,3,2.0,électricité individuel,True,1.0,6.0,True,1.0,E,B,False,4.03,old,749000,9600.0,False,Alleray - Procession,100483,None,1.0,False,0.0,False,False,0.0,False,1.0,0.0,middle,expensive
Paris 15e,ag753010-356675011,buy,flat,agency,51.0,2,1.0,gaz collectif,True,1.0,6.0,True,2.0,E,E,False,5.0,old,525000,9803.921568627451,True,Alleray - Procession,100483,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,middle,not-expensive
Paris 15e,ag753296-356472799,buy,flat,agency,93.0,4,2.0,collectif,True,1.0,6.0,True,4.0,D,D,True,5.0,old,960000,10322.58064516129,True,Emeriau - Zola,100487,None,1.0,False,3600.0,False,False,0.0,False,0.0,0.0,large,expensive
Paris 9e,ag753296-356472523,buy,flat,agency,133.0,5,3.0,individuel,True,1.0,5.0,True,1.0,D,E,True,5.0,old,1540000,11578.947368421053,False,Trudaine - Rochechouart,100523,None,2.0,False,2796.0,False,False,0.0,False,0.0,0.0,extralarge,veryExpensive
Paris 18e,ag753296-356386786,buy,flat,agency,64.0,3,2.0,collectif,True,1.0,7.0,True,1.0,D,D,True,5.0,old,505000,7890.625,False,Porte de Clignancourt - Porte Montmartre - Moskowa,100461,None,1.0,False,3192.0,False,False,0.0,False,0.0,0.0,middle,not-expensive
Paris 10e,ag753296-356350102,buy,flat,agency,97.0,4,2.0,individuel,True,1.0,6.0,False,2.0,C,D,True,5.0,old,970000,10000.0,False,Louis Blanc - Aqueduc,100521,None,1.0,False,3000.0,False,False,0.0,False,1.0,0.0,large,expensive
Paris 5e,hektor-18_harmony-2066,buy,flat,None,41.66,4,3.0,radiateur électrique individuel ,True,1.0,6.0,False,6.0,G,C,True,5.0,old,470000,11281.805088814212,True,Val de Grâce,100546,None,1.0,False,1386.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 9e,ag753296-356251999,buy,flat,agency,94.0,4,3.0,individuel,False,1.0,4.0,False,0.0,F,E,True,5.0,old,1100000,11702.127659574468,False,Clichy - Trinité,100527,None,1.0,False,2796.0,True,False,0.0,False,0.0,0.0,large,veryExpensive
Paris 15e,ag753296-356242009,buy,flat,agency,151.0,5,3.0,individuel,True,3.0,6.0,True,1.0,D,B,True,5.0,old,1698000,11245.033112582782,False,Saint-Lambert - Convention,100484,None,2.0,False,5424.0,True,False,1.0,False,0.0,0.0,extralarge,veryExpensive
